date,close,forecast_date,y,lag_1,lag_2,lag_3,lag_5,lag_10,lag_21,rolling_mean_7,rolling_mean_21,rolling_mean_63
2016-05-12,1270.300049,2016-05-12,1270.300049,1274.599976,1263.900024,1265.599976,1271.400024,1265.5,1246.800049,1273.142875,1259.90475,1245.319043
2016-05-13,1271.900024,2016-05-13,1271.900024,1270.300049,1274.599976,1263.900024,1292.900024,1289.199951,1225.0,1272.942871,1262.138085,1245.839679
2016-05-16,1273.400024,2016-05-16,1273.400024,1271.900024,1270.300049,1274.599976,1265.599976,1294.699951,1233.099976,1273.228585,1264.057135,1246.879362
2016-05-17,1276.199951,2016-05-17,1276.199951,1273.400024,1271.900024,1270.300049,1263.900024,1290.699951,1233.599976,1270.842861,1266.085705,1247.912695
2016-05-18,1273.699951,2016-05-18,1273.699951,1276.199951,1273.400024,1271.900024,1274.599976,1273.300049,1253.0,1272.0,1267.071417,1248.66825
2016-05-19,1254.199951,2016-05-19,1254.199951,1273.699951,1276.199951,1273.400024,1270.300049,1271.400024,1253.199951,1270.614275,1267.119036,1249.046026
2016-05-20,1252.400024,2016-05-20,1252.400024,1254.199951,1273.699951,1276.199951,1271.900024,1292.900024,1249.0,1267.442854,1267.280942,1249.726979
2016-05-23,1251.099976,2016-05-23,1251.099976,1252.400024,1254.199951,1273.699951,1273.400024,1265.599976,1228.699951,1264.699986,1268.34761,1250.184121
2016-05-24,1228.900024,2016-05-24,1228.900024,1251.099976,1252.400024,1254.199951,1276.199951,1263.900024,1238.900024,1258.557129,1267.871419,1250.028566
2016-05-25,1223.5,2016-05-25,1223.5,1228.900024,1251.099976,1252.400024,1273.699951,1274.599976,1242.199951,1251.428554,1266.980945,1249.795234
2016-05-26,1220.099976,2016-05-26,1220.099976,1223.5,1228.900024,1251.099976,1254.199951,1270.300049,1249.199951,1243.414272,1265.595232,1249.799995
2016-05-27,1213.800049,2016-05-27,1213.800049,1220.099976,1223.5,1228.900024,1252.400024,1271.900024,1265.5,1234.857143,1263.13333,1249.480947
