date,actual_close,forecast_close,yhat_lower,yhat_upper,error,ape
2016-11-28,1190.599976,1207.663216,1125.823649,1288.329241,-17.06324,0.0143316313992601
2016-11-29,1187.900024,1206.375966,1120.912174,1287.071244,-18.475942,0.0155534486292763
2016-11-30,1170.800049,1205.304908,1122.438232,1290.334087,-34.5048590000001,0.0294711800101745
2016-12-01,1166.900024,1204.761043,1123.094767,1283.02407,-37.8610189999999,0.0324458121701092
2016-12-02,1175.099976,1204.690403,1123.533458,1282.279624,-29.5904270000001,0.0251811995611853
2016-12-05,1174.0,1201.194981,1123.555866,1290.590913,-27.1949810000001,0.0231643790459967
2016-12-06,1167.599976,1198.483339,1112.153325,1276.627518,-30.8833629999999,0.0264502943086733
2016-12-07,1175.0,1196.274403,1114.54168,1271.06858,-21.2744029999999,0.0181058748936169
2016-12-08,1169.800049,1195.195841,1112.093012,1277.390862,-25.395792,0.0217095152472506
2016-12-09,1159.400024,1195.015067,1115.854553,1273.465611,-35.615043,0.0307185115255785
2016-12-12,1163.5,1193.296646,1118.035369,1274.33998,-29.796646,0.025609493768801
2016-12-13,1156.699951,1192.648507,1109.817868,1271.634359,-35.9485560000001,0.0310785489088346
2016-12-14,1161.300049,1192.961895,1112.765375,1276.154599,-31.661846,0.027264139037335
2016-12-15,1127.800049,1194.13378,1115.451432,1272.297928,-66.3337309999999,0.0588169250913022
2016-12-16,1135.300049,1195.450518,1119.71452,1270.181457,-60.1504690000002,0.0529820015889034
2016-12-19,1140.5,1197.018829,1114.885239,1276.12719,-56.5188290000001,0.0495561850065761
2016-12-20,1131.5,1198.201742,1117.787916,1288.117551,-66.701742,0.0589498382677861
2016-12-21,1131.099976,1200.103412,1117.496613,1284.039887,-69.003436,0.0610056029211692
2016-12-22,1128.800049,1202.060386,1122.806835,1282.932308,-73.2603370000002,0.0649010753187876
2016-12-23,1131.900024,1203.354711,1124.166548,1284.512209,-71.4546869999999,0.0631280903656911
2016-12-27,1137.300049,1205.895502,1129.300909,1288.503013,-68.5954530000001,0.0603142970584715
2016-12-28,1139.400024,1207.577016,1126.285312,1288.197844,-68.1769919999999,0.0598358702509558
2016-12-29,1156.400024,1209.295266,1131.476891,1288.714048,-52.8952420000001,0.0457413013682193
2016-12-30,1150.0,1210.990658,1132.463704,1296.165288,-60.9906579999999,0.0530353547826086
2017-01-03,1160.400024,1219.29425,1143.781726,1296.378143,-58.8942259999999,0.0507533822663898
2017-01-04,1163.800049,1219.586463,1141.692196,1306.37947,-55.7864140000001,0.0479347066946207
2017-01-05,1179.699951,1218.716948,1133.848427,1295.145057,-39.0169969999999,0.0330736616263536
2017-01-06,1171.900024,1218.42485,1137.473565,1300.459549,-46.5248260000001,0.0397003370997457
2017-01-09,1183.5,1221.302266,1140.223363,1303.227448,-37.8022659999999,0.0319410781580058
2017-01-10,1184.199951,1222.092155,1141.961501,1302.92879,-37.892204,0.0319981469075403
2017-01-11,1195.599976,1222.028854,1146.757315,1305.668697,-26.4288779999999,0.022105117539748
2017-01-12,1198.900024,1221.627235,1134.703177,1300.11085,-22.7272109999999,0.0189567191133861
2017-01-13,1195.300049,1221.667895,1143.78737,1301.570598,-26.3678460000001,0.0220596042157446
2017-01-17,1212.0,1223.939667,1140.779544,1307.130086,-11.9396670000001,0.00985121039603969
2017-01-18,1211.300049,1223.323996,1139.676043,1305.546072,-12.0239470000001,0.00992648106464341
2017-01-19,1200.900024,1223.030923,1141.077351,1302.985435,-22.130899,0.018428594019247
2017-01-20,1204.300049,1223.428909,1144.211871,1306.927174,-19.12886,0.0158837990714057
2017-01-23,1215.0,1223.889059,1143.100617,1305.918537,-8.88905900000009,0.0073160979423869
2017-01-24,1210.300049,1222.677447,1141.414405,1304.129389,-12.3773980000001,0.0102267185812533
2017-01-25,1197.300049,1221.540312,1136.809976,1301.754314,-24.2402630000001,0.0202457713254467
2017-01-26,1189.5,1221.034828,1142.135066,1304.59006,-31.5348280000001,0.0265109945355192
2017-01-27,1188.099976,1221.171897,1132.999469,1301.616594,-33.071921,0.0278359748068878
2017-01-30,1193.199951,1222.709685,1147.252313,1300.892777,-29.509734,0.0247315916961515
2017-01-31,1208.599976,1223.867852,1151.772932,1303.896304,-15.2678760000001,0.0126326959318094
2017-02-01,1205.599976,1225.454712,1148.262132,1311.358086,-19.854736,0.0164687594519328
2017-02-02,1216.699951,1226.8481,1145.041484,1309.033198,-10.1481489999999,0.00834071620670253
2017-02-03,1218.5,1227.279626,1147.964441,1306.851702,-8.77962600000001,0.00720527369716866
2017-02-06,1230.0,1224.11492,1143.165035,1306.452072,5.88508000000002,0.00478461788617887
2017-02-07,1234.199951,1224.105354,1138.54337,1303.938673,10.094597,0.00817906125488091
2017-02-08,1237.599976,1224.847867,1142.534346,1305.545124,12.752109,0.0103039021067337
2017-02-09,1235.099976,1225.52065,1141.890193,1309.294404,9.57932600000004,0.00775591141295596
2017-02-10,1234.400024,1225.502969,1145.961367,1304.65089,8.89705500000014,0.00720759464275589
2017-02-13,1224.400024,1224.942409,1145.007007,1303.62251,-0.542384999999967,0.000442980226534174
2017-02-14,1223.900024,1226.0227,1139.989737,1307.715062,-2.12267599999996,0.00173435407988844
2017-02-15,1231.699951,1227.075342,1144.385194,1311.094114,4.62460899999996,0.00375465550375748
2017-02-16,1240.0,1227.454278,1149.048863,1302.883666,12.5457220000001,0.0101175177419355
2017-02-17,1237.599976,1227.176089,1149.123447,1304.126062,10.4238869999999,0.00842266257445364
2017-02-21,1237.5,1228.893091,1146.654302,1305.962689,8.60690900000009,0.00695507797979805
2017-02-22,1232.0,1228.960881,1148.384421,1303.581258,3.03911900000003,0.00246681737012989
2017-02-23,1250.199951,1228.138121,1148.709835,1309.792105,22.0618300000001,0.0176466412291518
2017-02-24,1256.900024,1226.959756,1144.817371,1309.873834,29.9402680000001,0.0238207235486536
2017-02-27,1257.400024,1226.152937,1145.678818,1307.109693,31.247087,0.0248505538441122
2017-02-28,1252.599976,1226.411579,1146.058695,1312.837777,26.1883969999999,0.0209072309610198
2017-03-01,1248.900024,1226.672506,1138.666107,1309.64667,22.2275179999999,0.0177976760131761
2017-03-02,1231.900024,1227.22512,1148.782113,1308.45822,4.67490399999997,0.00379487288653545
2017-03-03,1225.5,1228.243696,1152.081218,1305.691047,-2.743696,0.0022388380252958
2017-03-06,1224.5,1229.099122,1154.469464,1308.523243,-4.59912200000008,0.00375591833401395
2017-03-07,1215.099976,1227.314392,1145.928821,1309.523762,-12.214416,0.01005219014176
2017-03-08,1208.5,1225.392205,1139.701605,1304.292594,-16.8922050000001,0.0139778278858089
2017-03-09,1202.400024,1224.250799,1146.044805,1307.520012,-21.8507749999999,0.0181726335361416
2017-03-10,1200.699951,1224.106538,1144.95898,1297.857893,-23.4065869999999,0.0194941183936135
2017-03-13,1202.400024,1223.415819,1142.892051,1303.869035,-21.015795,0.017478205738958
2017-03-14,1201.900024,1222.481725,1143.434454,1303.92603,-20.5817010000001,0.0171243036766926
2017-03-15,1200.099976,1222.200724,1144.125621,1304.410043,-22.1007480000001,0.018415755722005
2017-03-16,1226.5,1222.878225,1143.673634,1301.589748,3.62177500000007,0.00295293518141058
2017-03-17,1229.800049,1224.064357,1139.46049,1303.3567,5.73569199999997,0.00466392240321009
2017-03-20,1233.599976,1225.465585,1139.279022,1300.731932,8.13439100000005,0.00659402655500704
2017-03-21,1246.099976,1226.119207,1148.907678,1306.968375,19.980769,0.0160346435958843
2017-03-22,1249.300049,1227.655495,1151.138751,1308.584911,21.644554,0.0173253447138862
2017-03-23,1246.900024,1229.703483,1150.630859,1313.522583,17.196541,0.0137914352947354
2017-03-24,1248.199951,1231.493017,1152.958018,1306.497163,16.706934,0.0133848218681752
2017-03-27,1255.400024,1233.836429,1150.024062,1317.899265,21.5635950000001,0.0171766724452445
2017-03-28,1255.300049,1235.290392,1156.342919,1314.948963,20.0096569999998,0.0159401387866909
2017-03-29,1253.400024,1237.449718,1150.29686,1322.004643,15.950306,0.0127256308397836
2017-03-30,1245.0,1239.926406,1157.831826,1316.021388,5.07359399999996,0.00407517590361442
2017-03-31,1247.300049,1242.456939,1162.784167,1325.902932,4.84311000000002,0.00388287485748349
2017-04-03,1250.800049,1251.868015,1170.767482,1330.293021,-1.06796600000007,0.000853826317686744
2017-04-04,1255.0,1255.104993,1179.550196,1341.294886,-0.104992999999922,8.36597609561133e-05
2017-04-05,1245.400024,1257.258162,1171.275842,1337.501395,-11.8581380000001,0.00952154951941775
2017-04-06,1250.300049,1258.063414,1181.509882,1338.243992,-7.76336500000002,0.00620920154822774
2017-04-07,1254.300049,1258.683456,1173.948734,1342.384111,-4.38340700000003,0.00349470368234039
2017-04-10,1251.099976,1263.256655,1180.919866,1341.15575,-12.1566789999999,0.00971679260906639
2017-04-11,1271.199951,1265.109578,1182.213716,1341.676441,6.090373,0.00479104250689198
2017-04-12,1275.300049,1266.041883,1188.073633,1349.020293,9.25816599999985,0.00725959824690624
2017-04-13,1285.900024,1266.191014,1189.938469,1352.905295,19.70901,0.0153270158116118
2017-04-17,1289.400024,1268.988156,1197.910808,1344.84777,20.4118680000001,0.0158305162246531
2017-04-18,1291.699951,1269.035896,1188.844406,1352.832567,22.664055,0.0175459130291474
2017-04-19,1281.400024,1268.264071,1189.558751,1353.047126,13.135953,0.0102512507834946
2017-04-20,1281.900024,1267.330835,1187.174928,1345.819804,14.5691890000001,0.0113653083136225
2017-04-21,1287.400024,1266.881496,1188.383289,1348.361147,20.5185280000001,0.0159379583792831
2017-04-24,1275.800049,1266.007933,1176.57868,1345.189275,9.79211599999985,0.0076752748267059
2017-04-25,1265.599976,1264.252378,1183.199793,1343.100599,1.34759800000006,0.00106478984320087
2017-04-26,1262.099976,1262.163537,1183.424814,1346.040171,-0.063560999999936,5.0361303548536e-05
2017-04-27,1263.699951,1260.469558,1181.220942,1342.71328,3.23039300000005,0.00255629747982799
2017-04-28,1266.099976,1259.48655,1175.851642,1344.352313,6.61342599999989,0.00522346270070531
2017-05-01,1253.300049,1258.457893,1179.511789,1341.047185,-5.15784400000007,0.00411541035533788
2017-05-02,1255.099976,1258.672036,1177.975736,1341.955715,-3.57205999999996,0.00284603622683837
2017-05-03,1246.400024,1259.489381,1183.295336,1338.367842,-13.0893570000001,0.0105017303818666
