date,actual_close,forecast_close,yhat_lower,yhat_upper,error,ape
2016-01-04,1075.099976,,,,,
2016-01-05,1078.400024,,,,,
2016-01-06,1091.900024,,,,,
2016-01-07,1107.699951,,,,,
2016-01-08,1097.800049,,,,,
2016-01-11,1096.5,,,,,
2016-01-12,1085.599976,,,,,
2016-01-13,1087.5,,,,,
2016-01-14,1073.900024,,,,,
2016-01-15,1091.5,,,,,
2016-01-19,1089.900024,,,,,
2016-01-20,1107.099976,,,,,
2016-01-21,1099.099976,,,,,
2016-01-22,1097.199951,,,,,
2016-01-25,1106.199951,,,,,
2016-01-26,1121.699951,,,,,
2016-01-27,1116.099976,,,,,
2016-01-28,1115.599976,,,,,
2016-01-29,1116.400024,,,,,
2016-02-01,1127.900024,,,,,
2016-02-02,1127.300049,,,,,
2016-02-03,1141.300049,,,,,
2016-02-04,1157.599976,,,,,
2016-02-05,1157.800049,,,,,
2016-02-08,1197.900024,,,,,
2016-02-09,1198.699951,,,,,
2016-02-10,1194.699951,,,,,
2016-02-11,1247.900024,,,,,
2016-02-12,1239.099976,,,,,
2016-02-16,1207.900024,,,,,
2016-02-17,1211.099976,,,,,
2016-02-18,1226.099976,,,,,
2016-02-19,1230.400024,,,,,
2016-02-22,1209.5,,,,,
2016-02-23,1222.300049,,,,,
2016-02-24,1238.699951,,,,,
2016-02-25,1238.199951,,,,,
2016-02-26,1219.800049,,,,,
2016-02-29,1233.900024,,,,,
2016-03-01,1230.300049,,,,,
2016-03-02,1241.099976,,,,,
2016-03-03,1257.400024,,,,,
2016-03-04,1269.900024,,,,,
2016-03-07,1263.199951,,,,,
2016-03-08,1262.099976,,,,,
2016-03-09,1256.599976,,,,,
2016-03-10,1272.0,,,,,
2016-03-11,1258.699951,,,,,
2016-03-14,1244.400024,,,,,
2016-03-15,1230.400024,,,,,
2016-03-16,1229.300049,,,,,
2016-03-17,1264.5,,,,,
2016-03-18,1253.800049,,,,,
2016-03-21,1243.800049,,,,,
2016-03-22,1248.199951,,,,,
2016-03-23,1223.699951,,,,,
2016-03-24,1221.400024,,,,,
2016-03-28,1219.900024,,,,,
2016-03-29,1235.599976,,,,,
2016-03-30,1226.900024,,,,,
2016-03-31,1234.199951,,,,,
2016-04-01,1222.199951,,,,,
2016-04-04,1218.0,,,,,
2016-04-05,1228.400024,1252.968443,1168.463461,1334.085617,-24.5684189999999,0.0200003407033473
2016-04-06,1222.5,1254.134668,1178.545289,1337.180127,-31.6346679999999,0.0258770290388547
2016-04-07,1236.199951,1255.512006,1183.093264,1337.192437,-19.3120549999999,0.0156221127370032
2016-04-08,1242.5,1257.697007,1173.736329,1338.519254,-15.197007,0.0122309915492958
2016-04-11,1256.699951,1264.412614,1185.264167,1346.161685,-7.71266300000002,0.00613723506065452
2016-04-12,1259.400024,1265.167471,1184.678114,1351.293479,-5.76744699999995,0.00457951952524335
2016-04-13,1246.800049,1265.874096,1186.940998,1352.939413,-19.0740470000001,0.0152984009066237
2016-04-14,1225.0,1267.141453,1187.112109,1343.851558,-42.141453,0.0344011861224489
2016-04-15,1233.099976,1268.874408,1187.154425,1351.467981,-35.7744319999999,0.0290117854969449
2016-04-18,1233.599976,1270.809204,1188.154978,1349.918923,-37.2092279999999,0.0301631231549245
2016-04-19,1253.0,1270.43714,1189.805367,1348.66283,-17.43714,0.013916312849162
2016-04-20,1253.199951,1270.534107,1189.165844,1351.448762,-17.3341559999999,0.0138319156381773
2016-04-21,1249.0,1271.117394,1188.652188,1355.822372,-22.1173940000001,0.0177080816653323
2016-04-22,1228.699951,1271.564093,1184.715304,1349.280721,-42.8641419999999,0.0348857684621165
2016-04-25,1238.900024,1268.290929,1190.680782,1346.873857,-29.390905,0.0237233872230516
2016-04-26,1242.199951,1267.038953,1182.810452,1349.26313,-24.8390019999999,0.0199959772820825
2016-04-27,1249.199951,1266.481471,1183.430802,1345.222117,-17.28152,0.0138340703473178
2016-04-28,1265.5,1266.406088,1184.094752,1343.437392,-0.906087999999954,0.00071599209798495
2016-04-29,1289.199951,1266.468758,1183.368693,1344.591617,22.7311930000001,0.0176320150977108
2016-05-02,1294.699951,1268.415117,1182.336916,1343.19512,26.284834,0.0203018730167543
2016-05-03,1290.699951,1269.8432,1188.975455,1346.320914,20.856751,0.0161592560562513
2016-05-04,1273.300049,1270.746397,1189.055468,1348.319164,2.55365200000006,0.00200553828770021
2016-05-05,1271.400024,1270.549934,1190.174312,1353.561738,0.850090000000137,0.000668625125022128
2016-05-06,1292.900024,1269.43566,1186.322336,1346.156756,23.4643639999999,0.0181486298742616
2016-05-09,1265.599976,1268.784502,1187.718712,1357.429762,-3.18452600000001,0.00251621844215332
2016-05-10,1263.900024,1270.008477,1188.900834,1353.688546,-6.10845300000005,0.0048330191344312
2016-05-11,1274.599976,1270.846846,1195.926029,1348.964515,3.75313000000006,0.00294455521000265
2016-05-12,1270.300049,1271.021902,1188.747345,1348.567013,-0.72185300000001,0.00056825393383891
2016-05-13,1271.900024,1271.028672,1194.661794,1352.084397,0.871352000000115,0.00068507900271894
2016-05-16,1273.400024,1274.957785,1194.059896,1355.364288,-1.55776100000003,0.00122330844246947
2016-05-17,1276.199951,1276.433942,1190.495361,1352.10145,-0.233990999999833,0.000183349795474042
2016-05-18,1273.699951,1277.159113,1195.36962,1356.619056,-3.45916199999988,0.00271583742881048
2016-05-19,1254.199951,1277.505858,1199.679658,1354.661596,-23.3059069999999,0.0185822898345815
2016-05-20,1252.400024,1278.193146,1199.056646,1361.278086,-25.793122,0.0205949548911858
2016-05-23,1251.099976,1282.510964,1202.21432,1361.173263,-31.4109880000001,0.0251066969886986
2016-05-24,1228.900024,1282.833785,1206.29799,1367.258046,-53.933761,0.0438878346054943
2016-05-25,1223.5,1282.473533,1205.110924,1362.651682,-58.9735330000001,0.048200680833674
2016-05-26,1220.099976,1282.134596,1201.506295,1358.486259,-62.0346200000001,0.0508438826491708
2016-05-27,1213.800049,1282.370456,1203.077881,1363.9619,-68.5704070000002,0.0564923415981837
2016-05-31,1214.800049,1286.435316,1207.267944,1363.983397,-71.6352670000001,0.0589687719052768
2016-06-01,1211.900024,1288.058497,1207.348996,1366.71548,-76.158473,0.0628422076836265
2016-06-02,1209.800049,1290.065458,1211.694865,1363.339839,-80.2654090000001,0.0663460123566255
2016-06-03,1240.099976,1291.838984,1215.208793,1371.011372,-51.739008,0.041721642610531
2016-06-06,1244.599976,1291.061116,1209.767043,1368.877513,-46.4611400000001,0.0373301790904101
2016-06-07,1244.400024,1290.322307,1209.264642,1372.811091,-45.9222829999999,0.0369031518115752
2016-06-08,1259.800049,1290.560937,1215.768728,1374.271712,-30.760888,0.0244172779834525
2016-06-09,1270.199951,1291.534978,1212.450236,1371.301162,-21.3350269999999,0.0167965893741401
2016-06-10,1273.400024,1292.424126,1211.618042,1375.422468,-19.0241019999999,0.014939611780626
2016-06-13,1284.400024,1292.011323,1206.65635,1366.598487,-7.61129899999992,0.0059259567562885
2016-06-14,1285.599976,1292.565746,1212.099794,1371.063282,-6.96577000000002,0.00541830283917182
2016-06-15,1285.800049,1293.786922,1217.375175,1371.080346,-7.98687300000006,0.00621159799006981
2016-06-16,1296.099976,1294.963081,1215.807542,1378.538658,1.13689499999987,0.000877166129968255
2016-06-17,1292.5,1295.447563,1220.344821,1375.483083,-2.94756299999995,0.002280512959381
2016-06-20,1290.0,1295.379388,1216.321365,1376.198322,-5.37938800000006,0.00417006821705431
2016-06-21,1270.5,1296.309043,1215.189982,1378.54673,-25.809043,0.0203140834317198
2016-06-22,1268.0,1297.170019,1218.927361,1385.81815,-29.1700189999999,0.0230047468454258
2016-06-23,1261.199951,1297.264512,1217.231576,1382.263208,-36.0645609999999,0.0285954348249098
2016-06-24,1320.0,1296.470198,1216.553513,1381.807945,23.529802,0.0178256075757576
2016-06-27,1322.5,1294.44592,1218.135213,1375.105744,28.0540800000001,0.0212129149338375
2016-06-28,1315.300049,1294.781803,1220.974973,1373.787936,20.5182459999999,0.0155996694561059
2016-06-29,1323.900024,1295.209595,1213.56254,1379.534867,28.690429,0.0216711447087337
2016-06-30,1318.400024,1295.699135,1215.810662,1380.776596,22.700889,0.0172185137945659
2016-07-01,1336.699951,1296.55062,1212.394965,1380.552288,40.1493310000001,0.0300361580547406
2016-07-05,1356.400024,1300.512125,1220.877475,1379.036501,55.8878990000001,0.0412031097103549
2016-07-06,1364.900024,1298.725982,1218.341043,1370.776804,66.1740420000001,0.048482702642256
2016-07-07,1360.099976,1296.913358,1213.642178,1375.679387,63.186618,0.0464573333688523
2016-07-08,1356.599976,1295.99211,1213.914006,1375.695008,60.6078660000001,0.0446762988885679
2016-07-11,1355.0,1297.236981,1214.628146,1373.136221,57.763019,0.0426295343173432
2016-07-12,1334.099976,1297.038555,1221.874679,1371.553632,37.0614209999999,0.027780092696741
2016-07-13,1342.400024,1296.773773,1214.835276,1381.900082,45.6262510000001,0.0339885653935299
2016-07-14,1331.300049,1297.211637,1217.377536,1380.897863,34.0884119999998,0.0256053562272496
2016-07-15,1326.5,1298.638357,1214.968611,1378.524269,27.861643,0.0210038771202412
2016-07-18,1328.400024,1303.308243,1221.438747,1384.845062,25.0917810000001,0.0188887236876473
2016-07-19,1331.5,1304.086391,1225.475365,1383.305017,27.413609,0.0205885159594442
2016-07-20,1318.800049,1305.3042,1221.585109,1380.234265,13.4958489999999,0.0102334307693068
2016-07-21,1330.5,1307.297851,1227.303202,1391.362807,23.202149,0.0174386689214581
2016-07-22,1323.099976,1309.675014,1230.605233,1399.729082,13.4249620000001,0.0101465968131799
2016-07-25,1319.300049,1313.110945,1233.219532,1394.243404,6.18910400000004,0.00469120273639893
2016-07-26,1320.699951,1313.497555,1228.228596,1395.34761,7.20239600000014,0.00545346881746052
2016-07-27,1326.599976,1314.408601,1235.885083,1393.482606,12.1913749999999,0.00918994061552725
2016-07-28,1332.300049,1315.828913,1237.159146,1400.42496,16.4711359999999,0.0123629328185965
2016-07-29,1349.0,1317.373045,1237.80105,1399.537852,31.626955,0.0234447405485545
2016-08-01,1351.400024,1321.921843,1241.903994,1403.709274,29.4781809999999,0.0218130682821417
2016-08-02,1364.400024,1323.857594,1243.58198,1398.422136,40.54243,0.029714474704524
2016-08-03,1356.099976,1325.388213,1243.874745,1407.821875,30.711763,0.0226471230318789
2016-08-04,1358.800049,1325.747312,1248.047331,1406.231738,33.052737,0.0243249453989385
2016-08-05,1336.400024,1324.700684,1240.083633,1410.549148,11.6993400000001,0.00875436979190006
2016-08-08,1333.400024,1320.374139,1237.731523,1405.763036,13.025885,0.00976892512790297
2016-08-09,1339.0,1320.169392,1238.282256,1400.6975,18.830608,0.0140631874533234
2016-08-10,1344.300049,1319.778701,1235.465063,1402.332179,24.521348,0.0182409782832642
2016-08-11,1342.5,1318.606754,1237.201177,1401.359849,23.8932460000001,0.0177975761638734
2016-08-12,1335.800049,1316.819541,1236.023989,1401.194774,18.9805079999999,0.0142090936545548
2016-08-15,1340.300049,1314.143594,1236.204507,1391.837302,26.1564550000001,0.0195153727103983
2016-08-16,1350.5,1313.993782,1234.239717,1393.747088,36.506218,0.027031631247686
2016-08-17,1342.699951,1313.237473,1233.373154,1395.408876,29.4624780000001,0.0219427117563067
2016-08-18,1351.199951,1311.91246,1237.629266,1396.094862,39.287491,0.0290760009063973
2016-08-19,1340.400024,1310.672216,1225.096416,1391.165324,29.7278080000001,0.0221783105548498
2016-08-22,1337.699951,1310.63531,1230.633622,1389.33767,27.0646410000002,0.020232220969858
2016-08-23,1340.599976,1310.295804,1232.750053,1389.84364,30.3041719999999,0.0226049325246295
2016-08-24,1324.400024,1309.204279,1232.027277,1388.992763,15.195745,0.0114736822143096
2016-08-25,1320.099976,1307.888807,1220.180125,1383.750803,12.2111689999999,0.00925018500265462
2016-08-26,1321.5,1307.040909,1231.613039,1387.505687,14.4590909999999,0.0109414233825198
2016-08-29,1322.900024,1307.820298,1230.025139,1386.021637,15.0797259999999,0.011398991402543
2016-08-30,1311.699951,1308.35232,1228.918314,1384.164496,3.34763100000009,0.00255213168030384
2016-08-31,1306.900024,1309.183026,1227.52724,1390.46128,-2.2830019999999,0.00174688343260746
2016-09-01,1312.199951,1310.455887,1226.325311,1389.010812,1.74406399999998,0.0013291145138901
2016-09-02,1322.099976,1311.785337,1234.64053,1391.533462,10.3146389999999,0.00780170878696086
2016-09-06,1349.400024,1307.387865,1228.25102,1391.31405,42.0121590000001,0.0311339545374131
2016-09-07,1344.300049,1305.68677,1229.890016,1383.715521,38.6132789999999,0.0287237057148987
2016-09-08,1336.800049,1304.746149,1226.761359,1385.581434,32.0538999999999,0.0239780811079248
2016-09-09,1330.099976,1303.948346,1226.725396,1377.608223,26.1516300000001,0.0196614017531567
2016-09-12,1321.0,1297.198488,1222.03762,1374.905002,23.801512,0.0180177986373959
2016-09-13,1319.0,1294.699358,1214.087037,1378.09903,24.3006419999999,0.0184235344958301
2016-09-14,1321.5,1292.860202,1208.533316,1367.503277,28.6397979999999,0.0216721891789632
2016-09-15,1313.5,1291.238689,1207.828574,1371.198321,22.261311,0.0169480860296916
2016-09-16,1305.800049,1289.08676,1208.906151,1369.0379,16.713289,0.0127992712305374
2016-09-19,1313.5,1279.487946,1195.695283,1361.695905,34.012054,0.0258942169775409
2016-09-20,1313.699951,1277.055411,1197.534043,1356.501473,36.64454,0.0278941473447615
2016-09-21,1326.900024,1274.993032,1198.143086,1350.089804,51.9069919999999,0.0391189924343538
2016-09-22,1340.400024,1272.569377,1194.295822,1356.183551,67.830647,0.0506047790103591
2016-09-23,1337.199951,1269.351355,1191.935788,1351.707421,67.848596,0.050739304880516
2016-09-26,1339.699951,1259.331141,1175.515254,1332.187067,80.3688100000002,0.0599901567063655
2016-09-27,1325.900024,1257.404799,1175.004037,1343.068574,68.4952250000001,0.05165941908151
2016-09-28,1319.400024,1255.951578,1173.324954,1338.053052,63.4484460000001,0.0480888622448593
2016-09-29,1321.699951,1254.748588,1168.900831,1329.859399,66.9513630000001,0.0506554932905495
2016-09-30,1313.300049,1253.964355,1174.316035,1334.72918,59.3356939999999,0.0451806074668013
2016-10-03,1309.0,1255.135849,1174.276257,1333.290927,53.864151,0.0411490840336134
2016-10-04,1266.300049,1253.92194,1174.10056,1341.129059,12.378109,0.00977502054886203
2016-10-05,1265.199951,1251.726756,1172.105002,1335.446536,13.473195,0.0106490638016157
2016-10-06,1249.800049,1249.126366,1172.06175,1326.2982,0.673682999999983,0.000539032624089762
2016-10-07,1248.900024,1247.10749,1167.750732,1327.21971,1.79253399999993,0.00143529022784288
2016-10-11,1253.0,1246.122697,1167.467049,1324.226372,6.87730299999998,0.00548866959297684
2016-10-12,1251.099976,1245.288688,1170.122087,1328.756489,5.81128799999988,0.00464494293939614
2016-10-13,1255.0,1244.727384,1162.477675,1320.746803,10.272616,0.00818535139442229
2016-10-14,1253.099976,1245.025152,1162.765592,1331.323249,8.07482400000004,0.00644387850503002
2016-10-17,1254.400024,1247.502952,1163.701694,1330.974398,6.89707199999998,0.00549830346623142
2016-10-18,1260.800049,1247.250018,1169.837946,1329.284404,13.550031,0.0107471688399339
2016-10-19,1267.900024,1246.972463,1163.117323,1332.137623,20.927561,0.0165056870446119
2016-10-20,1265.599976,1247.280971,1167.062219,1322.970884,18.3190050000001,0.0144745617473053
2016-10-21,1265.900024,1248.160016,1170.48917,1331.258389,17.740008,0.0140137512154751
2016-10-24,1262.0,1248.040199,1161.221528,1326.179829,13.959801,0.011061648969889
2016-10-25,1271.900024,1246.735202,1162.560656,1330.527889,25.164822,0.0197852201628703
2016-10-26,1264.800049,1245.746509,1167.328901,1324.943979,19.0535399999999,0.0150644681070849
2016-10-27,1267.900024,1245.36833,1164.323388,1325.187695,22.531694,0.0177708759156866
2016-10-28,1275.5,1245.36823,1164.55625,1331.398051,30.13177,0.0236234966679733
2016-10-31,1271.5,1245.638647,1164.208544,1327.737225,25.861353,0.0203392473456547
2016-11-01,1286.400024,1246.338643,1159.416854,1327.36796,40.061381,0.0311422421117741
2016-11-02,1306.800049,1247.122811,1164.236338,1336.241085,59.677238,0.0456666940330058
2016-11-03,1302.099976,1247.21853,1165.426379,1330.805496,54.8814459999999,0.0421484118052083
2016-11-04,1303.300049,1246.050652,1169.015077,1330.590246,57.249397,0.0439264903303936
2016-11-07,1278.300049,1239.636371,1161.060633,1317.709334,38.6636779999999,0.0302461679714759
2016-11-08,1273.400024,1238.827835,1153.763281,1321.446452,34.572189,0.0271495118175057
2016-11-09,1272.599976,1238.326669,1155.905794,1318.191409,34.2733069999999,0.0269317206084875
2016-11-10,1265.5,1237.313033,1158.40819,1312.71664,28.1869670000001,0.022273383642829
2016-11-14,1221.199951,1231.095795,1152.741348,1310.174565,-9.8958439999999,0.00810337733136701
2016-11-15,1224.0,1230.634505,1146.318708,1312.60363,-6.63450499999999,0.00542034722222221
2016-11-16,1223.400024,1229.724268,1151.340981,1306.287049,-6.32424399999991,0.0051693999312852
2016-11-17,1216.5,1228.01226,1147.269705,1306.613713,-11.51226,0.00946342786683105
2016-11-18,1208.5,1225.881373,1142.874482,1303.976403,-17.3813729999999,0.0143826007447248
2016-11-21,1209.599976,1222.065337,1147.248211,1307.046774,-12.465361,0.0103053581740481
2016-11-22,1211.0,1220.765652,1136.180458,1308.652911,-9.76565200000005,0.00806412221304711
2016-11-23,1189.099976,1218.551551,1134.144241,1309.408852,-29.451575,0.0247679552555975
2016-11-25,1178.199951,1212.831903,1126.860252,1288.63188,-34.631952,0.0293939513158238
